0,1930.1030242916684,-160,853.7539999999999,0,922.6695,700,2387.273969532078,550,1239.58675,670,1330.73675,1750,2324.372176465549,1900,1228.826,1860,1319.6684999999998,2670,2059.3911606552942,2730,999.85325,2670,1102.159
0,2018.0459465578008,-150,974.0722499999998,60,1048.9622499999996,690,2277.4049118904536,590,1216.002,630,1280.1597499999998,1650,2251.0514939062664,1720,1197.4550000000002,1680,1267.6172499999998,2320,2034.462558300224,2340,1006.903,2300,1075.0745
0,1989.5047119563535,-180,962.2390000000001,50,1025.4904999999999,670,2174.593308135522,520,1155.6777500000003,590,1198.58225,1500,2164.590884304825,1650,1148.181,1600,1199.39625,2290,1997.6480853094497,2260,988.19525,2210,1044.7862499999997
0,1969.674120388504,-50,955.8212500000001,70,1006.3762499999998,690,2260.920958580178,620,1216.3565,650,1266.5025,1610,2216.3760993904593,1720,1190.8680000000002,1720,1250.11125,2240,2028.477459980066,2340,1005.52725,2440,1059.1092499999997
0,1969.7533880103747,-80,965.81075,90,1022.1307500000001,650,2225.0480373021837,580,1193.1715,620,1243.8325,1780,2164.947979331176,1850,1171.8952499999998,1830,1216.529,2480,2003.668597331847,2540,992.6549999999999,2540,1051.3117499999998
0,1978.9259632738795,-110,964.7494999999998,10,1009.5782499999998,560,2199.2418670123316,530,1181.77525,530,1223.5699999999997,1940,2080.7348978094415,1760,1148.4507500000002,1720,1176.069,2410,1998.8737859846806,2410,990.59975,2280,1051.20075
0,1957.2425477600466,-80,953.1012500000003,90,1001.4600000000002,660,2180.2191568674057,620,1166.9962500000004,620,1200.03825,1750,2111.675496870705,1770,1139.4099999999999,1760,1162.16975,2270,2006.009716814719,2500,976.44075,2360,1032.5185
0,1945.955702651351,-100,951.1600000000001,60,988.1750000000001,610,2152.0801526678024,560,1152.5835000000002,550,1186.4042499999998,1720,2083.994419054501,1740,1117.1774999999998,1690,1144.2475000000002,2290,1968.9019141961455,2390,969.5767500000001,2380,1013.6767499999999
0,1939.8704584978602,-130,940.09175,40,978.03175,600,2126.104091567673,530,1133.14625,600,1175.97225,1640,2069.079509222487,1600,1110.3587499999996,1570,1141.7630000000001,2190,1965.5512663865263,2320,963.3402500000003,2280,1005.3182500000001
0,1923.262911643448,-10,940.6722500000001,50,973.2180000000002,650,2155.70928334962,540,1141.344,570,1179.0365000000002,1810,2083.2699965413267,1850,1112.1505,1800,1142.5332500000002,2360,1968.6436397396233,2570,961.8492500000003,2460,1013.7484999999996
