0,1895.382932312093,-170,853.9552499999998,10,934.46725,730,2211.8024844365727,600,1170.9377500000003,700,1216.21225,1710,2147.0782697626646,1790,1147.2369999999999,1760,1183.95275,2280,1994.045564558463,2760,944.0432499999997,2380,1025.2694999999999
0,1947.407329957017,-140,926.6785000000001,120,982.5582499999999,530,2032.4705538535836,540,1067.0287499999997,540,1055.0009999999995,1620,2008.8521961460772,1770,1039.0562499999996,1720,1032.0207499999995,2070,1958.9324779313242,2340,934.8967500000003,2200,975.3649999999998
0,1904.146070404978,-80,913.2967499999997,50,947.7222500000003,660,2150.116453557131,610,1139.2554999999995,640,1189.8675,1640,2100.119841238295,1740,1114.7667499999998,1680,1152.7940000000003,2310,1959.7713279807301,2340,957.6505000000001,2290,1006.8885000000001
0,1919.5750232211822,-90,924.3522499999998,50,967.6160000000002,670,2089.1959399701786,570,1112.862,600,1154.8212500000002,1530,2044.6826861823047,1710,1078.7537499999999,1630,1117.3700000000001,2220,1934.2555901678209,2360,938.5695000000002,2360,986.0797500000001
0,1900.152953721843,-140,916.2012499999995,20,951.5747499999999,590,2052.539853343041,500,1078.5014999999999,570,1118.5377499999995,1730,1994.7536203885015,1690,1057.6157499999997,1510,1089.18925,2240,1926.455371376649,2330,929.7785,2250,979.6225000000001
0,1890.497805747535,-60,906.9549999999996,80,950.92925,650,2131.729750905618,600,1133.5347499999996,630,1196.9717500000004,1580,2065.858871870708,1770,1099.41175,1750,1152.3000000000002,2370,1939.781463850298,2370,951.6299999999997,2420,1009.37525
0,1909.0476525031331,-120,917.7369999999997,10,970.7059999999997,610,2100.043609930653,530,1111.3254999999995,570,1179.8027500000003,1750,2038.3193672593804,1800,1085.3045,1800,1137.412,2360,1938.4602036394938,2420,940.2227499999999,2410,1003.4092500000002
0,1896.5980706520145,-140,914.6457499999995,70,966.7310000000001,630,2061.4042529642525,560,1084.5194999999999,590,1157.5010000000002,1810,2001.2575172923218,1830,1055.7317499999997,1820,1111.744,2380,1926.6106982870579,2570,926.6899999999997,2570,982.9127500000001
0,1894.1978013008948,-50,910.4517499999998,40,961.57875,570,2026.0848460143225,580,1077.9699999999998,590,1118.736,1940,1982.2680018114277,1810,1049.0792499999995,1800,1075.9437499999997,2440,1908.9936726777048,2620,917.3234999999997,2520,965.53725
0,1876.2556815709877,-140,899.8687499999997,80,944.821,620,2069.5107606223546,590,1098.2194999999997,610,1159.8432500000001,1650,2010.6457053687375,1720,1065.1979999999996,1690,1112.8104999999998,2240,1917.3024370881133,2460,928.6357499999998,2350,991.1925000000001
