0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
up,0,1873.676,480,2061.80925,1710,2049.0832499999997,2290,1916.2862499999999,50,1131.827,470,1189.1630000000002,1830,1165.9444999999996,2110,1146.943,30,932.9207500000001,470,1045.8092499999998,1660,1038.05025,2170,961.7645
open,0,1888.8462499999996,500,2018.825249999999,640,2020.167499999999,1060,1986.4537500000001,20,1128.8995000000002,530,1304.5882499999998,650,1304.7272500000001,1230,1247.4902499999998,30,944.7037499999999,560,1007.4345000000001,630,1007.0042499999998,890,993.6300000000001
up,0,1871.5310000000004,540,2065.0997499999994,1980,2039.5549999999992,2530,1917.86925,40,1148.1740000000004,550,1207.9492500000006,2050,1180.159,2240,1167.8985000000002,20,930.0705000000002,530,1045.1067499999995,2000,1027.64425,2580,952.6814999999999
open,0,1885.5527499999998,400,1988.4699999999993,1980,1961.6977499999998,2410,1905.364,-10,1136.9495,490,1274.1467499999999,1910,1223.042,2610,1161.7710000000002,-10,938.5385000000001,430,978.4239999999998,1930,962.9062499999999,2390,943.3454999999996
up,0,1873.8849999999998,470,2045.2499999999993,2250,1996.3069999999998,2600,1923.3749999999998,30,1147.201,470,1193.555,2140,1167.9487500000002,2320,1159.823,-60,930.5005000000001,460,1031.3487499999997,2130,1009.6534999999997,2640,953.3149999999998
open,0,1876.2747499999998,400,1971.6237499999995,1890,1945.6157499999997,2070,1929.1969999999994,-40,1134.4162499999995,470,1232.8135,1840,1204.0869999999998,2390,1153.18025,-70,934.04075,470,977.17825,1840,953.5410000000002,2060,947.0337499999999
up,0,1862.0177500000002,510,2034.7849999999992,1900,2031.8972499999993,2330,1936.2424999999996,40,1132.4432499999996,510,1172.9002500000001,2040,1158.9915000000003,2330,1143.5335,0,926.8255000000004,500,1028.06525,1890,1014.7664999999998,2450,952.46
open,0,1877.3757500000002,470,2008.0367499999995,1965,1957.9247499999997,2380,1919.2912499999995,40,1128.1782499999997,540,1266.2892499999994,1870,1232.8705,2490,1162.69125,20,933.30875,510,996.48825,2060,964.3692500000001,2270,953.2699999999998
up,0,1874.10725,480,2032.1257499999997,1830,2008.8949999999993,2420,1906.1294999999993,30,1137.43875,460,1178.58775,1830,1159.9425,2110,1145.22025,-60,926.5602500000001,470,1031.2797500000001,1840,1014.8929999999999,2450,945.2210000000002
open,0,1878.1139999999996,480,2007.835999999999,1660,1965.023,1860,1930.6144999999995,30,1128.4465,650,1298.1647500000006,1350,1279.6244999999997,2020,1179.022,30,936.1239999999999,660,1020.7359999999998,1200,1015.38125,2090,947.0299999999997
up,0,1871.7410000000002,480,2057.2199999999993,1970,2026.577999999999,2530,1909.9287499999996,10,1146.5055,440,1192.0644999999997,2040,1167.19025,2290,1154.3584999999998,-10,934.7669999999999,470,1047.566,1890,1021.8547499999997,2610,950.625
open,0,1887.9442499999998,590,2015.4534999999994,2080,1967.69925,2440,1926.0582499999998,80,1135.1894999999997,620,1306.5102499999998,2040,1257.8397500000003,2570,1180.54725,80,935.3867499999999,620,1000.7259999999998,2040,969.0680000000001,2390,950.1697499999996
