0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
open,0,1884.2042499999995,450,2096.447999999999,2010,2050.9937499999996,2560,1937.3392499999995,20,1111.9915,570,1315.2227500000001,1930,1285.0597499999997,2470,1185.1025,-20,999.6482499999998,490,1095.44525,1930,1073.1597500000003,2470,1017.6237499999995
open,0,1917.5322499999997,510,2060.8212499999995,2010,2038.4597499999993,2530,1947.5534999999995,0,1156.5127499999996,700,1299.1225,2050,1273.62975,2690,1177.8687499999996,70,1003.5177499999998,700,1062.9069999999995,2000,1051.0869999999998,2520,1009.24775
open,0,1908.9112499999999,520,2033.3569999999995,2010,2027.076999999999,2410,1953.1235,50,1157.77075,710,1291.2420000000002,2010,1272.4657499999998,2550,1185.3752499999996,-10,994.8627499999999,710,1059.4044999999999,1970,1046.49725,2440,1008.3354999999997
open,0,1887.8449999999998,530,2018.096249999999,2260,1977.19525,2490,1939.1799999999998,30,1155.3357500000002,670,1305.1605,2010,1287.9639999999997,2780,1178.3069999999998,60,983.9955000000002,660,1054.9627499999997,2070,1039.306,2490,1005.4274999999997
open,0,1889.641,590,2012.7317499999992,2080,1980.4402499999997,2400,1931.06,-30,1162.6115000000002,630,1298.9595,1910,1287.0244999999998,2520,1187.0475000000001,-40,982.0022500000001,620,1044.2357499999996,1910,1036.857,2440,998.93275
open,0,1880.059,490,2012.7757499999993,2000,1980.55825,2380,1919.4924999999998,30,1159.7415,550,1278.50525,1850,1270.9679999999996,2550,1178.10375,70,979.8785000000001,550,1035.0739999999998,1820,1029.35425,2310,999.193
open,0,1874.5055000000004,490,1974.0307499999988,2230,1931.2485000000001,2540,1891.5840000000003,0,1151.9270000000001,670,1296.1940000000002,1940,1272.0604999999991,2540,1181.4582499999995,0,971.4367500000001,190,980.8635000000002,1930,1012.3827499999999,2160,1000.5639999999999
open,0,1875.26,450,1968.9049999999995,1760,1948.5525,2270,1882.55625,-120,1157.845,540,1269.7752499999997,1670,1247.5675000000006,2230,1171.7175000000002,-30,970.3907499999999,540,1015.6392500000001,1720,1001.0369999999998,2170,977.10875
open,0,1868.05525,550,1968.1717499999997,2280,1931.4109999999998,2420,1913.7467499999998,-10,1152.4089999999999,540,1286.694,2140,1249.7707500000004,2720,1173.7792500000003,30,966.9115,550,1021.0382500000001,2420,989.7682500000003,2730,974.6595000000001
open,0,1879.86375,300,1932.8074999999997,2180,1898.7475000000002,2340,1879.2779999999998,-140,1150.7444999999998,460,1267.1807499999995,1840,1249.75,2390,1169.30375,-110,965.97275,60,974.08875,2020,988.58775,2240,974.4424999999999
open,0,1846.3857500000006,520,1982.7274999999993,2140,1937.3484999999998,2410,1903.3184999999994,50,1147.89075,580,1285.956,2060,1257.0877500000004,2650,1172.4990000000003,50,959.1017499999999,580,1030.6005,1930,1013.2929999999999,2360,985.8552500000003
open,0,1861.43375,460,1951.3940000000002,2420,1903.83425,2680,1878.3915000000004,0,1149.70375,530,1257.8365,2110,1228.8444999999997,2680,1166.5117500000001,50,967.43825,490,1004.1702500000002,2020,990.2752500000004,2480,973.1422500000002
