0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
down,0,1994.7689999999998,630,2582.0805,1900,2514.998,2490,2208.8467499999992,40,1155.5455,600,1704.8669999999997,1950,1671.4485,2530,1394.6654999999996,170,1009.1469999999998,600,1209.8185,1890,1171.32425,2650,1061.8272499999996
down,0,2134.240499999999,590,2468.763499999999,1990,2428.4632500000007,2760,2152.6297499999996,50,1324.3632499999999,580,1657.2682499999999,2050,1635.49275,2890,1355.9125,90,1037.3679999999997,610,1155.7687499999997,1950,1139.9025000000001,2520,1051.8062499999996
down,0,2103.3584999999994,520,2395.1457500000006,1860,2322.4335,2660,2098.1875,-30,1311.5297500000004,510,1646.8344999999993,1930,1592.8499999999997,2620,1352.59075,40,1019.3414999999999,510,1133.7702499999998,1820,1099.4054999999996,2500,1035.07025
down,0,2072.3437499999995,500,2412.1660000000006,2050,2354.0952500000003,2610,2134.649499999999,0,1313.3509999999999,460,1646.4824999999998,2050,1617.1019999999992,2950,1347.707,40,1013.5449999999998,510,1125.3104999999998,1970,1096.1847500000001,2450,1043.1702499999997
down,0,2067.465249999999,510,2346.6142499999996,1910,2328.97025,2490,2108.6567499999996,-40,1303.819,500,1615.3737499999993,1950,1597.59075,2490,1371.3754999999994,40,1012.3334999999997,510,1108.3147499999998,1840,1095.19525,2380,1033.5172499999999
down,0,2067.326499999999,590,2322.455,1910,2304.186499999999,2520,2102.91225,-60,1308.5160000000003,520,1580.46025,2020,1553.8074999999997,2670,1339.0074999999997,70,1013.7332499999998,660,1114.59025,1910,1097.0257499999998,2520,1023.3969999999999
down,0,2051.7309999999993,580,2308.060999999999,1650,2264.9794999999995,2120,2107.1574999999993,40,1289.1565,550,1578.0064999999997,1730,1539.5534999999995,2380,1329.1140000000003,110,1006.7505000000001,600,1095.0775,1580,1074.2687499999997,2230,1019.4144999999997
down,0,2028.107749999999,530,2347.8644999999997,1810,2267.0215000000007,2510,2070.8672499999993,20,1285.3842499999998,500,1622.6369999999995,1880,1565.3057500000002,2460,1352.0952499999999,80,995.59375,530,1108.493,1740,1081.5642499999997,2450,1009.4905000000001
down,0,2034.1407499999996,570,2308.93875,2010,2285.49025,2570,2093.0894999999996,-10,1289.9250000000002,570,1611.4389999999996,2060,1591.0794999999998,2740,1365.6692500000001,40,989.4512500000001,610,1100.6064999999999,2010,1088.3024999999998,2640,1007.0714999999998
down,0,2041.3209999999992,510,2318.6422499999994,1930,2259.7177500000003,2560,2071.4699999999993,-70,1315.25675,470,1603.2312499999996,1980,1576.9389999999999,2600,1363.0704999999996,-10,991.1764999999999,510,1093.0165,1870,1080.9867500000003,2470,1008.1687499999999
