0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
open,0,1980.9252499999996,520,2151.1292499999995,1930,2081.350499999999,2420,2001.6339999999996,10,1257.3882499999997,510,1383.6909999999993,1660,1336.7490000000003,2420,1244.53175,0,960.4232500000002,540,1029.3564999999999,1690,1000.3352500000001,2110,974.8409999999998
down,0,1970.21425,580,2177.4102499999995,1590,2177.5464999999995,2200,2035.827999999999,0,1214.8402500000004,550,1490.1222500000006,1850,1463.99375,2420,1297.3719999999998,110,955.3815000000001,580,1054.7712499999996,1560,1048.95275,2350,978.2937500000002
open,0,1978.6887499999993,510,2100.640499999999,1950,2025.3392499999993,2300,1987.3919999999998,40,1249.8139999999996,520,1313.9709999999998,1720,1273.5344999999995,2120,1236.7969999999998,90,960.2462500000003,450,979.8515000000002,1835,956.4615,2210,949.6400000000001
down,0,1946.3459999999995,700,2246.00375,1660,2217.928999999999,2410,2014.9332499999991,0,1201.3114999999996,670,1499.8380000000002,1800,1478.7902500000002,2410,1300.6529999999998,70,941.30875,690,1032.5684999999999,1540,1016.5939999999997,2200,964.4417499999997
open,0,1978.60425,440,2070.12975,2080,2027.7402499999987,2330,1997.2549999999992,20,1252.10975,480,1346.5542499999997,1880,1312.89025,2510,1232.9080000000001,40,946.2869999999999,470,972.5100000000002,1350,972.9019999999997,2560,939.3290000000001
down,0,1960.9384999999995,810,2206.192,1760,2174.9967499999993,2270,2027.6892499999992,-120,1206.8574999999998,770,1495.76725,1920,1468.7877500000002,2470,1300.9885,-100,934.7165,820,1070.53125,1800,1038.5,2390,971.01225
open,0,1970.4669999999992,330,2038.8232500000001,1590,1989.4002499999995,1800,1962.25325,-10,1242.418,440,1370.0277499999997,1400,1320.49975,1990,1232.7357499999996,-10,948.3985,400,983.9667500000002,960,976.5839999999998,1210,965.3034999999998
down,0,1927.5947500000004,490,2234.46,1750,2142.3194999999996,2410,1974.4464999999998,-60,1199.8675,480,1554.3327500000003,1780,1500.4622500000007,2440,1297.1819999999998,-20,935.1017500000002,490,1133.2127499999997,1440,1094.4859999999999,2390,986.6824999999999
open,0,1945.2695000000006,500,2064.0962499999996,1910,2028.532249999999,2500,1953.7554999999995,20,1247.0355000000002,540,1387.971,1960,1341.2055,2530,1246.1264999999999,80,958.8165,590,1027.3917500000002,1960,997.046,2360,970.86175
down,0,1927.9235000000003,670,2288.3045000000006,1930,2253.5775,2570,2033.0117499999994,-10,1208.18475,570,1562.186,2040,1554.7787500000002,2810,1312.3850000000002,30,948.6267500000001,620,1141.2087500000002,1930,1122.8884999999996,2560,1000.9822500000001
