0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
up,0,1901.05775,470,2103.6212499999997,1810,2048.249999999999,2230,1938.6069999999997,10,1129.2427500000001,470,1204.11025,1810,1174.737,2230,1141.0847500000002,0,974.3897500000002,450,1148.0749999999998,1760,1117.0769999999998,2470,999.2377500000001
up,0,1902.8732499999992,510,2083.2299999999996,2060,2037.7954999999993,2570,1929.122,-5,1124.8849999999998,505,1185.4414999999997,2070,1163.0195,2585,1138.0672499999998,-10,982.9945000000001,500,1133.67625,2080,1109.7767499999998,2600,1004.9645
up,0,1894.82175,600,2074.0209999999997,1860,2046.8339999999994,2460,1922.0629999999996,120,1126.5324999999998,600,1186.5134999999993,1760,1174.4620000000004,2330,1135.59625,70,981.0557500000001,580,1130.7979999999998,1790,1115.1979999999996,2740,987.3252500000002
up,0,1895.7375000000002,460,2073.6872499999995,2020,2036.8282499999993,2540,1926.07925,40,1124.1460000000002,470,1194.5900000000004,1940,1167.124,2160,1151.902,20,981.4760000000001,460,1140.5575000000001,1980,1113.2812499999995,2640,997.5277499999997
up,0,1905.1642499999991,530,2041.1164999999994,2050,1992.0877500000001,2460,1910.8309999999997,-5,1121.1147500000002,525,1175.5425000000002,1975,1157.9982499999999,2485,1128.626,-10,979.35675,520,1123.1,1900,1106.5552499999997,2510,995.529
up,0,1888.091,480,2038.2957499999995,1830,2002.174999999999,2280,1917.0354999999995,-40,1120.30025,475,1184.5140000000001,1800,1163.0950000000003,2360,1133.8695,-80,976.1680000000001,470,1132.7377499999998,1770,1107.6277499999997,2440,995.4645000000003
up,0,1893.0297500000004,480,2034.9074999999991,1750,1995.5467499999997,1940,1964.1114999999988,0,1122.2675,470,1184.3635,1740,1160.3025,1980,1143.8802500000002,-40,980.8787499999999,450,1125.8790000000001,1750,1100.0479999999995,2310,996.8145
up,0,1885.6335,440,2037.2199999999993,2040,1986.9747499999994,2480,1908.9082500000002,20,1122.8,470,1183.85,2100,1146.9557500000003,2260,1138.82,-110,975.7712499999999,470,1132.9804999999997,1970,1101.862,2660,993.6765000000001
up,0,1886.67925,520,2039.5097499999995,2150,1986.7984999999994,2730,1895.9367499999998,90,1123.601,520,1189.4210000000003,2310,1147.7954999999997,2590,1129.6675,0,980.8692500000002,520,1132.3957500000001,2110,1099.3964999999998,2720,994.6857500000002
up,0,1892.8422500000001,420,2022.8969999999995,1750,1989.5492499999993,2210,1905.78325,0,1118.48825,420,1180.0117500000001,1740,1153.755,2020,1134.3067500000002,-100,979.6392500000004,410,1126.2200000000003,1690,1103.9837499999999,2320,999.2037500000001
up,0,1885.4415,480,2027.5157499999991,1870,1972.4622499999998,2270,1904.8059999999998,50,1117.606,480,1188.4350000000004,1870,1154.4417499999997,2120,1136.7729999999997,-80,975.4700000000004,470,1120.83,1780,1080.4785,2410,994.9830000000001
