0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
down,0,1912.4445,590,2138.6912499999994,1620,2089.3945,2190,1973.7204999999997,80,1203.2267500000005,580,1495.8212500000004,1730,1461.1089999999997,2490,1268.1529999999998,120,976.4187500000002,610,1074.19825,1670,1056.6382499999997,2180,1005.2917499999996
down,0,1929.0702499999998,780,2184.8942499999994,1900,2185.6534999999994,2610,1991.63575,160,1241.7397499999997,780,1521.0620000000001,2090,1505.2357500000005,2670,1313.986,170,982.2965000000003,890,1089.87475,1880,1085.8844999999997,2390,1025.3602500000004
down,0,1952.5249999999996,590,2169.498249999999,1930,2104.7242499999993,2330,2018.2957499999993,10,1259.7392499999999,550,1521.8600000000001,1990,1481.0322500000007,2690,1291.5694999999998,130,1008.1529999999997,660,1098.9599999999996,1980,1064.8267499999997,2440,1013.8557499999997
down,0,1947.8639999999996,550,2071.8579999999993,2050,2033.494999999999,2490,1964.928249999999,40,1262.8024999999998,540,1463.0410000000002,2050,1429.9342499999998,2750,1268.4654999999998,80,993.2560000000004,530,1037.60325,1970,1022.877,2390,995.2307500000003
down,0,1937.0835000000002,430,2089.455249999999,1810,2040.8099999999997,2270,1966.1139999999996,-100,1238.54625,420,1485.4365000000005,1930,1447.1814999999995,2650,1277.3712499999997,0,976.1724999999998,450,1047.6427499999998,1750,1036.9132499999998,2400,992.4825000000001
down,0,1928.5984999999991,500,2107.3729999999996,1820,2049.5699999999997,2220,1967.99725,-50,1243.4734999999996,470,1518.82425,1880,1478.6687500000003,2450,1305.4429999999998,0,975.5887499999997,490,1074.9475000000002,1800,1046.6862499999997,2280,999.1085
down,0,1929.8465,600,2035.0842499999992,1810,2006.3164999999997,2090,1966.98225,90,1255.6944999999998,590,1472.04375,1860,1440.6862499999997,2450,1283.83725,180,983.1070000000001,600,1027.9387500000003,1730,1015.6864999999999,2200,991.1210000000001
down,0,1919.4332499999998,460,2021.7682499999994,1905,1996.9072499999995,2080,1969.9437499999997,-130,1237.4315,420,1459.0650000000003,1960,1429.3897499999998,2770,1265.2015,-10,970.9147499999999,450,1025.3119999999997,1850,1015.489,2400,982.5870000000001
down,0,1910.9547499999994,520,2043.6894999999997,2060,1995.3147499999989,2290,1959.17725,-60,1238.2712499999998,480,1486.3057500000002,2070,1447.6374999999994,2910,1267.3700000000001,70,970.5692500000002,520,1040.916,1950,1022.7735,2440,989.3930000000001
down,0,1922.76425,470,2078.6744999999996,1870,2045.1112499999995,2300,1959.6315000000002,-90,1241.7432500000002,460,1535.9289999999999,1930,1508.9442500000005,2620,1302.5520000000004,0,968.9407499999999,470,1076.3149999999998,1820,1066.1544999999999,2330,1000.0072499999999
down,0,1927.474,430,2071.80875,2100,1993.74175,2310,1969.7369999999992,-80,1260.05425,410,1493.5140000000004,1860,1469.3335000000002,2610,1283.7834999999995,-10,981.58175,440,1035.0009999999997,1770,1023.7507499999997,2070,1004.2710000000001
