0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
open,0,1846.0005000000006,450,1973.2219999999998,2040,1933.7927499999998,2190,1901.9219999999993,0,1130.9619999999995,560,1269.2067499999996,1850,1242.4237499999997,2390,1164.3319999999999,0,949.7749999999999,620,1021.5442500000001,1830,1003.2617499999998,2370,970.4614999999997
open,0,1840.5655000000008,590,1975.480749999999,2220,1937.5902499999995,2690,1870.16525,100,1141.7745,620,1269.66925,2090,1243.9857500000003,2680,1164.6460000000002,60,956.9205,620,1015.797,2120,996.5467500000002,2270,986.7737500000003
open,0,1851.4837500000003,490,1958.73825,2190,1906.5282499999998,2340,1885.1584999999998,10,1143.23225,530,1279.4019999999998,1920,1243.9235000000003,2480,1166.6519999999998,50,956.35625,500,1007.2755,1970,991.5425000000004,2330,969.7547500000003
open,0,1845.5422500000006,500,1959.5545,2140,1898.1012499999997,2360,1866.8692500000004,20,1140.37725,540,1260.1739999999995,1840,1237.2937499999998,2360,1165.64,-10,953.0737500000001,540,1005.7987499999999,1950,986.0319999999998,2310,965.2962499999999
open,0,1855.3562500000007,470,1952.0444999999997,2170,1927.6769999999992,2480,1886.68025,0,1138.97225,610,1259.3494999999998,2070,1229.81275,2650,1157.9992499999998,0,954.2372499999999,580,1002.7762499999999,2120,986.6292500000002,2530,967.4345
open,0,1852.3222500000004,430,1949.2044999999996,1630,1917.50475,1890,1891.2177500000007,0,1137.9307499999995,500,1261.1429999999998,1570,1223.6987499999998,2250,1154.64375,80,956.5240000000001,490,993.0250000000001,1550,988.8595,1980,964.3672499999999
open,0,1851.5527500000005,420,1931.4997499999997,2270,1885.3797500000003,2470,1863.6812500000008,-40,1139.7097500000002,470,1248.79925,2070,1211.55225,2650,1150.1309999999999,-10,949.529,480,993.6275000000002,2170,966.9022500000001,2310,963.3712499999999
