0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
open,0,1998.5127499999994,480,2159.370499999999,2280,2087.48275,2650,2022.7039999999997,80,1164.3697499999998,530,1248.6325000000004,2000,1225.5042500000002,2640,1164.2300000000002,-10,970.4505,520,1023.0289999999999,2240,996.2860000000003,2650,978.468
open,0,1997.8532499999992,570,2145.7734999999993,2050,2108.267,2600,2025.5537499999994,70,1153.4507500000002,610,1240.6617499999998,1970,1216.84675,2470,1166.8182500000003,90,969.80175,560,1009.9562500000003,2010,991.5950000000001,2535,975.5912500000001
open,0,1999.4599999999991,430,2120.867749999999,2110,2084.6857499999996,2450,2036.4194999999993,-10,1145.9625,530,1228.3100000000002,2010,1212.48025,2530,1162.9465,50,962.5195,490,998.869,2060,984.94325,2490,974.4219999999997
open,0,1994.4004999999993,440,2109.9602499999987,1940,2071.1477499999996,2140,2046.3114999999993,30,1146.2572500000003,530,1236.83225,1870,1218.294,2330,1165.6375,40,961.9399999999997,470,994.8045000000001,2110,977.07325,2280,969.2332500000002
open,0,1979.3154999999992,470,2101.799249999999,2330,2038.2389999999998,2530,2013.8082499999994,0,1146.716,550,1239.1715000000002,1980,1212.6407499999998,2570,1157.7175,0,954.9134999999998,530,1000.37625,2155,973.6034999999999,2230,969.9944999999998
open,0,1968.7134999999996,470,2070.4435,2220,2039.617999999999,2440,2007.444249999999,30,1141.1380000000004,580,1244.04675,2000,1225.1082500000002,2690,1158.8122500000002,60,950.4507500000002,520,986.6545000000002,2110,972.2042500000002,2440,963.1330000000002
